WORD,MPQA,TYPE,LEN,POS,STEM,P,PP,MP
dogged,-1.0,strongsubj,1,adj,n,,negative,
doggedly,-1.0,strongsubj,1,adverb,n,,negative,
dogmatic,-1.0,strongsubj,1,adj,n,,negative,
doldrums,-1.0,strongsubj,1,noun,n,,negative,
dominance,-1.0,weaksubj,1,adj,n,,negative,
dominance,-1.0,weaksubj,1,noun,n,,negative,
dominant,0.0,weaksubj,1,adj,n,,neutral,
dominant,0.0,weaksubj,1,noun,n,,neutral,
dominate,-1.0,weaksubj,1,verb,y,,negative,
domination,-1.0,strongsubj,1,adj,n,,negative,
domination,-1.0,strongsubj,1,noun,n,,negative,
domineer,-1.0,strongsubj,1,verb,y,,negative,
domineering,-1.0,strongsubj,1,adj,n,,negative,
domineering,-1.0,strongsubj,1,noun,n,,negative,
doom,-1.0,strongsubj,1,verb,y,,negative,
doomsday,-1.0,strongsubj,1,adj,n,,negative,
doomsday,-1.0,strongsubj,1,noun,n,,negative,
dope,-1.0,weaksubj,1,noun,n,,negative,
dote,1.0,strongsubj,1,verb,y,,positive,
dotingly,1.0,strongsubj,1,adverb,n,,positive,
doubt,-1.0,strongsubj,1,noun,n,,negative,
doubt,-1.0,strongsubj,1,verb,y,,negative,
doubtful,-1.0,strongsubj,1,adj,n,,negative,
doubtfully,-1.0,strongsubj,1,adverb,n,,negative,
doubtless,1.0,strongsubj,1,adverb,n,,positive,
doubts,-1.0,strongsubj,1,adj,n,,negative,
doubts,-1.0,strongsubj,1,noun,n,,negative,
down,-1.0,weaksubj,1,noun,n,,negative,
downbeat,-1.0,strongsubj,1,adj,n,,negative,
downcast,-1.0,strongsubj,1,adj,n,,negative,
downer,-1.0,strongsubj,1,noun,n,,negative,
downfall,-1.0,strongsubj,1,noun,n,,negative,
downfallen,-1.0,strongsubj,1,noun,n,,negative,
downgrade,-1.0,weaksubj,1,verb,y,,negative,
downhearted,-1.0,strongsubj,1,adj,n,,negative,
downheartedly,-1.0,strongsubj,1,adverb,n,,negative,
downright,0.0,strongsubj,1,anypos,n,,neutral,
downside,-1.0,strongsubj,1,noun,n,,negative,
drab,-1.0,strongsubj,1,adj,n,,negative,
draconian,-1.0,strongsubj,1,adj,n,,negative,
draconic,-1.0,strongsubj,1,adj,n,,negative,
dragon,-1.0,strongsubj,1,noun,n,,negative,
dragons,-1.0,strongsubj,1,adj,n,,negative,
dragons,-1.0,strongsubj,1,noun,n,,negative,
dragoon,-1.0,strongsubj,1,verb,y,,negative,
drain,-1.0,strongsubj,1,adj,n,,negative,
drain,-1.0,strongsubj,1,noun,n,,negative,
drama,-1.0,strongsubj,1,adj,n,,negative,
drama,-1.0,strongsubj,1,noun,n,,negative,
dramatic,0.0,strongsubj,1,adj,n,,neutral,
dramatically,0.0,strongsubj,1,anypos,n,,neutral,
drastic,-1.0,strongsubj,1,adj,n,,negative,
drastically,-1.0,strongsubj,1,adj,n,,negative,
dread,-1.0,strongsubj,1,anypos,n,,negative,
dread,-1.0,strongsubj,1,verb,y,,negative,
dreadful,-1.0,strongsubj,1,anypos,n,,negative,
dreadfully,-1.0,strongsubj,1,anypos,n,,negative,
dreadfulness,-1.0,strongsubj,1,noun,n,,negative,
dream,1.0,weaksubj,1,adj,n,,positive,
dream,1.0,weaksubj,1,noun,n,,positive,
dream,1.0,strongsubj,1,verb,y,,positive,
dreamland,1.0,strongsubj,1,noun,n,,positive,
dreams,1.0,weaksubj,1,adj,n,,positive,
dreams,1.0,weaksubj,1,noun,n,,positive,
dreamy,1.0,weaksubj,1,adj,n,,positive,
dreary,-1.0,strongsubj,1,adj,n,,negative,
drive,1.0,weaksubj,1,noun,n,,positive,
driven,1.0,weaksubj,1,adj,n,,positive,
drones,-1.0,strongsubj,1,adj,n,,negative,
drones,-1.0,strongsubj,1,noun,n,,negative,
droop,-1.0,weaksubj,1,verb,y,,negative,
drought,-1.0,weaksubj,1,adj,n,,negative,
drought,-1.0,weaksubj,1,noun,n,,negative,
drowning,-1.0,weaksubj,1,anypos,n,,negative,
drunk,-1.0,strongsubj,1,adj,n,,negative,
drunkard,-1.0,strongsubj,1,noun,n,,negative,
drunken,-1.0,strongsubj,1,adj,n,,negative,
dubious,-1.0,strongsubj,1,adj,n,,negative,
dubiously,-1.0,strongsubj,1,adverb,n,,negative,
dubitable,-1.0,strongsubj,1,adj,n,,negative,
dud,-1.0,weaksubj,1,anypos,n,,negative,
dull,-1.0,weaksubj,1,adj,n,,negative,
dullard,-1.0,strongsubj,1,noun,n,,negative,
dumb,-1.0,strongsubj,1,adj,n,,negative,
dumb,-1.0,strongsubj,1,noun,n,,negative,
dumbfound,-1.0,strongsubj,1,verb,y,,negative,
dumbfounded,-1.0,strongsubj,1,adj,n,,negative,
dummy,-1.0,strongsubj,1,noun,n,,negative,
dump,-1.0,weaksubj,1,noun,n,,negative,
dunce,-1.0,strongsubj,1,noun,n,,negative,
dungeon,-1.0,strongsubj,1,noun,n,,negative,
dungeons,-1.0,strongsubj,1,adj,n,,negative,
dungeons,-1.0,strongsubj,1,noun,n,,negative,
dupe,-1.0,strongsubj,1,verb,y,,negative,
durable,1.0,weaksubj,1,adj,n,,positive,
durability,1.0,weaksubj,1,noun,n,,positive,
dusty,-1.0,weaksubj,1,adj,n,,negative,
duty,0.0,weaksubj,1,noun,n,,neutral,
dwindle,-1.0,weaksubj,1,verb,y,,negative,
dwindling,-1.0,weaksubj,1,adj,n,,negative,
dynamic,1.0,weaksubj,1,adj,n,,positive,
dying,-1.0,weaksubj,1,anypos,n,,negative,
eager,1.0,strongsubj,1,adj,n,,positive,
eagerly,1.0,strongsubj,1,anypos,n,,positive,
eagerness,1.0,strongsubj,1,noun,n,,positive,
earnest,1.0,strongsubj,1,adj,n,,positive,
earnestly,1.0,strongsubj,1,anypos,n,,positive,
earnestness,1.0,strongsubj,1,anypos,n,,positive,
earsplitting,-1.0,strongsubj,1,adj,n,,negative,
ease,1.0,weaksubj,1,noun,n,,positive,
ease,1.0,weaksubj,1,verb,y,,positive,
easier,1.0,weaksubj,1,anypos,y,,positive,
easiest,1.0,weaksubj,1,anypos,y,,positive,
easily,1.0,weaksubj,1,anypos,y,,positive,
easiness,1.0,weaksubj,1,anypos,y,,positive,
easy,1.0,weaksubj,1,adj,n,,positive,
easygoing,1.0,strongsubj,1,adj,n,,positive,
ebullience,1.0,strongsubj,1,noun,n,,positive,
ebullient,1.0,strongsubj,1,adj,n,,positive,
ebulliently,1.0,strongsubj,1,anypos,n,,positive,
eccentric,-1.0,weaksubj,1,adj,n,,negative,
eccentricity,-1.0,weaksubj,1,noun,n,,negative,
eclectic,1.0,strongsubj,1,adj,n,,positive,
economical,1.0,weaksubj,1,adj,n,,positive,
ecstasies,1.0,strongsubj,1,noun,n,,positive,
ecstasy,1.0,strongsubj,1,noun,n,,positive,
ecstatic,1.0,strongsubj,1,adj,n,,positive,
ecstatically,1.0,strongsubj,1,anypos,n,,positive,
edgy,-1.0,strongsubj,1,adj,n,,negative,
edify,1.0,strongsubj,1,verb,y,,positive,
educable,1.0,weaksubj,1,adj,n,,positive,
educated,1.0,weaksubj,1,adj,n,,positive,
educational,1.0,weaksubj,1,adj,n,,positive,
effective,1.0,weaksubj,1,adj,n,,positive,
effectively,0.0,weaksubj,1,adverb,n,,neutral,
effectiveness,1.0,weaksubj,1,noun,n,,positive,
effectual,1.0,weaksubj,1,adj,n,,positive,
efficacious,1.0,weaksubj,1,adj,n,,positive,
efficiency,1.0,weaksubj,1,noun,n,,positive,
efficient,1.0,weaksubj,1,adj,n,,positive,
effigy,-1.0,strongsubj,1,noun,n,,negative,
effortless,1.0,strongsubj,1,adj,n,,positive,
effortlessly,1.0,strongsubj,1,adverb,n,,positive,
effrontery,-1.0,strongsubj,1,anypos,n,,negative,
effusion,1.0,strongsubj,1,noun,n,,positive,
effusive,1.0,strongsubj,1,adj,n,,positive,
effusively,1.0,strongsubj,1,anypos,n,,positive,
effusiveness,1.0,strongsubj,1,noun,n,,positive,
egalitarian,1.0,weaksubj,1,adj,n,,positive,
ego,-1.0,strongsubj,1,adj,n,,negative,
ego,-1.0,strongsubj,1,noun,n,,negative,
egocentric,-1.0,strongsubj,1,adj,n,,negative,
egomania,-1.0,strongsubj,1,noun,n,,negative,
egotism,-1.0,strongsubj,1,noun,n,,negative,
egotistical,-1.0,strongsubj,1,adj,n,,negative,
egotistically,-1.0,strongsubj,1,adverb,n,,negative,
egregious,-1.0,strongsubj,1,adj,n,,negative,
egregiously,-1.0,strongsubj,1,anypos,n,,negative,
ejaculate,-1.0,strongsubj,1,verb,y,,negative,
elaborate,0.0,strongsubj,1,adj,n,,neutral,
elan,1.0,strongsubj,1,noun,n,,positive,
elate,1.0,weaksubj,1,verb,y,,positive,
elated,1.0,strongsubj,1,adj,n,,positive,
elatedly,1.0,strongsubj,1,adverb,n,,positive,
elation,1.0,strongsubj,1,noun,n,,positive,
election-rigger,-1.0,strongsubj,1,adj,n,,negative,
election-rigger,-1.0,strongsubj,1,noun,n,,negative,
electrification,1.0,strongsubj,1,adj,n,,positive,
electrification,1.0,strongsubj,1,noun,n,,positive,
electrify,1.0,weaksubj,1,verb,y,,positive,
elegance,1.0,strongsubj,1,noun,n,,positive,
elegant,1.0,strongsubj,1,adj,n,,positive,
elegantly,1.0,strongsubj,1,adverb,n,,positive,
elevate,1.0,weaksubj,1,verb,y,,positive,
elevated,1.0,weaksubj,1,adj,n,,positive,
eligible,1.0,weaksubj,1,adj,n,,positive,
eliminate,-1.0,weaksubj,1,verb,y,,negative,
elimination,-1.0,weaksubj,1,noun,n,,negative,
elite,1.0,weaksubj,1,anypos,n,,positive,
eloquence,1.0,strongsubj,1,noun,n,,positive,
eloquent,1.0,strongsubj,1,adj,n,,positive,
eloquently,1.0,strongsubj,1,anypos,n,,positive,
else,0.0,weaksubj,1,anypos,y,,neutral,
emaciated,-1.0,strongsubj,1,anypos,n,,negative,
emancipate,1.0,weaksubj,1,verb,y,,positive,
emasculate,-1.0,strongsubj,1,verb,y,,negative,
embarrass,-1.0,strongsubj,1,verb,y,,negative,
embarrassing,-1.0,strongsubj,1,anypos,n,,negative,
embarrassingly,-1.0,strongsubj,1,anypos,n,,negative,
embarrassment,-1.0,strongsubj,1,noun,n,,negative,
embattled,-1.0,weaksubj,1,adj,n,,negative,
embellish,1.0,strongsubj,1,verb,y,,positive,
embodiment,0.0,strongsubj,1,noun,n,,neutral,
embolden,1.0,weaksubj,1,verb,y,,positive,
embrace,1.0,strongsubj,1,verb,y,,positive,
embroil,-1.0,strongsubj,1,verb,y,,negative,
embroiled,-1.0,strongsubj,1,adj,n,,negative,
embroilment,-1.0,strongsubj,1,noun,n,,negative,
eminence,1.0,strongsubj,1,noun,n,,positive,
eminent,1.0,strongsubj,1,adj,n,,positive,
emotion,0.0,strongsubj,1,adj,n,,neutral,
emotion,0.0,strongsubj,1,noun,n,,neutral,
emotional,-1.0,strongsubj,1,adj,n,,negative,
emotions,0.0,weaksubj,1,adj,n,,neutral,
emotions,0.0,weaksubj,1,noun,n,,neutral,
empathize,-1.0,strongsubj,1,verb,y,,negative,
empathy,-1.0,strongsubj,1,noun,n,,negative,
emphasise,0.0,weaksubj,1,adj,n,,neutral,
emphasise,0.0,weaksubj,1,noun,n,,neutral,
emphatic,-1.0,strongsubj,1,anypos,n,,negative,
emphatically,-1.0,strongsubj,1,anypos,n,,negative,
empower,1.0,weaksubj,1,verb,y,,positive,
empowerment,1.0,weaksubj,1,noun,n,,positive,
emptiness,-1.0,strongsubj,1,adj,n,,negative,
emptiness,-1.0,strongsubj,1,noun,n,,negative,
empty,-1.0,weaksubj,1,adj,n,,negative,
enable,1.0,weaksubj,1,verb,y,,positive,
enchant,1.0,strongsubj,1,verb,y,,positive,
enchanted,1.0,strongsubj,1,anypos,n,,positive,
enchanting,1.0,strongsubj,1,anypos,n,,positive,
enchantingly,1.0,strongsubj,1,anypos,n,,positive,
encourage,1.0,weaksubj,1,verb,y,,positive,
encouragement,1.0,strongsubj,1,adj,n,,positive,
encouragement,1.0,strongsubj,1,noun,n,,positive,
encouraging,1.0,strongsubj,1,adj,n,,positive,
encouraging,1.0,strongsubj,1,noun,n,,positive,
encouragingly,1.0,strongsubj,1,anypos,n,,positive,
encroach,-1.0,weaksubj,1,verb,y,,negative,
encroachment,-1.0,weaksubj,1,noun,n,,negative,
endanger,-1.0,strongsubj,1,verb,y,,negative,
endear,1.0,strongsubj,1,verb,y,,positive,
endearing,1.0,strongsubj,1,adj,n,,positive,
endless,-1.0,weaksubj,1,adj,n,,negative,
endorse,1.0,strongsubj,1,verb,y,,positive,
endorsement,1.0,strongsubj,1,adj,n,,positive,
endorsement,1.0,strongsubj,1,noun,n,,positive,
endorser,1.0,strongsubj,1,noun,n,,positive,
endurable,1.0,strongsubj,1,adj,n,,positive,
endure,1.0,strongsubj,1,verb,y,,positive,
enduring,1.0,strongsubj,1,adj,n,,positive,
enemies,-1.0,weaksubj,1,adj,n,,negative,
enemies,-1.0,weaksubj,1,noun,n,,negative,
enemy,-1.0,weaksubj,1,noun,n,,negative,
energetic,1.0,weaksubj,1,adj,n,,positive,
energetic,1.0,weaksubj,1,noun,n,,positive,
energize,1.0,weaksubj,1,verb,y,,positive,
enervate,-1.0,strongsubj,1,verb,y,,negative,
enfeeble,-1.0,strongsubj,1,verb,y,,negative,
enflame,-1.0,strongsubj,1,verb,y,,negative,
engage,0.0,weaksubj,1,verb,y,,neutral,
engaging,1.0,strongsubj,1,adj,n,,positive,
engross,0.0,weaksubj,1,verb,y,,neutral,
engrossing,1.0,strongsubj,1,anypos,n,,positive,
engulf,-1.0,weaksubj,1,verb,y,,negative,
enhance,1.0,weaksubj,1,verb,y,,positive,
enhanced,1.0,weaksubj,1,adj,n,,positive,
enhancement,1.0,weaksubj,1,noun,n,,positive,
enjoin,-1.0,strongsubj,1,verb,y,,negative,
enjoy,1.0,weaksubj,1,verb,y,,positive,
enjoyable,1.0,strongsubj,1,adj,n,,positive,
enjoyably,1.0,strongsubj,1,adverb,n,,positive,
enjoyment,1.0,strongsubj,1,noun,n,,positive,
enlighten,1.0,weaksubj,1,verb,y,,positive,
enlightenment,1.0,weaksubj,1,noun,n,,positive,
enliven,1.0,weaksubj,1,verb,y,,positive,
enmity,-1.0,strongsubj,1,noun,n,,negative,
ennoble,1.0,strongsubj,1,verb,y,,positive,
enormities,-1.0,strongsubj,1,noun,n,,negative,
enormity,-1.0,strongsubj,1,noun,n,,negative,
enormous,-1.0,strongsubj,1,anypos,n,,negative,
enormously,-1.0,strongsubj,1,anypos,n,,negative,
enough,0.0,weaksubj,1,anypos,y,,neutral,
enrage,-1.0,strongsubj,1,verb,y,,negative,
enraged,-1.0,strongsubj,1,adj,n,,negative,
enrapt,1.0,strongsubj,1,adj,n,,positive,
enrapture,1.0,weaksubj,1,verb,y,,positive,
enraptured,1.0,strongsubj,1,anypos,y,,positive,
enrich,1.0,weaksubj,1,verb,y,,positive,
enrichment,1.0,weaksubj,1,noun,n,,positive,
enslave,-1.0,strongsubj,1,verb,y,,negative,
ensure,1.0,weaksubj,1,verb,y,,positive,
entangle,-1.0,weaksubj,1,verb,y,,negative,
entanglement,-1.0,weaksubj,1,noun,n,,negative,
enterprising,1.0,weaksubj,1,adj,n,,positive,
entertain,1.0,weaksubj,1,verb,y,,positive,
entertaining,1.0,strongsubj,1,adj,n,,positive,
enthral,1.0,strongsubj,1,verb,y,,positive,
enthrall,1.0,strongsubj,1,verb,y,,positive,
enthralled,1.0,strongsubj,1,anypos,y,,positive,
enthuse,1.0,strongsubj,1,verb,y,,positive,
enthusiasm,1.0,strongsubj,1,noun,n,,positive,
enthusiast,1.0,strongsubj,1,noun,n,,positive,
enthusiastic,1.0,strongsubj,1,adj,n,,positive,
enthusiastically,1.0,strongsubj,1,adverb,n,,positive,
entice,1.0,strongsubj,1,verb,y,,positive,
enticing,1.0,strongsubj,1,anypos,n,,positive,
enticingly,1.0,strongsubj,1,anypos,n,,positive,
entire,0.0,weaksubj,1,anypos,n,,neutral,
entirely,0.0,strongsubj,1,anypos,n,,neutral,
entrance,1.0,weaksubj,1,verb,y,,positive,
entranced,1.0,strongsubj,1,anypos,y,,positive,
entrancing,1.0,strongsubj,1,adj,n,,positive,
entrap,-1.0,strongsubj,1,verb,y,,negative,
entrapment,-1.0,strongsubj,1,noun,n,,negative,
entreat,1.0,strongsubj,1,verb,y,,positive,
entreatingly,1.0,strongsubj,1,anypos,n,,positive,
entrenchment,0.0,strongsubj,1,adj,n,,neutral,
entrenchment,0.0,strongsubj,1,noun,n,,neutral,
entrust,1.0,weaksubj,1,verb,y,,positive,
enviable,1.0,strongsubj,1,adj,n,,positive,
enviably,1.0,strongsubj,1,anypos,n,,positive,
envious,-1.0,strongsubj,1,adj,n,,negative,
enviously,-1.0,strongsubj,1,anypos,n,,negative,
enviousness,-1.0,strongsubj,1,noun,n,,negative,
envision,1.0,weaksubj,1,verb,y,,positive,
envisions,1.0,weaksubj,1,adj,n,,positive,
envisions,1.0,weaksubj,1,noun,n,,positive,
envy,-1.0,strongsubj,1,noun,n,,negative,
envy,-1.0,strongsubj,1,verb,y,,negative,
epic,1.0,strongsubj,1,adj,n,,positive,
epidemic,-1.0,weaksubj,1,adj,n,,negative,
epitome,1.0,strongsubj,1,noun,n,,positive,
equality,1.0,weaksubj,1,adj,n,,positive,
equality,1.0,weaksubj,1,noun,n,,positive,
equitable,1.0,weaksubj,1,adj,n,,positive,
equivocal,-1.0,strongsubj,1,adj,n,,negative,
eradicate,-1.0,weaksubj,1,verb,y,,negative,
erase,-1.0,weaksubj,1,verb,y,,negative,
erode,-1.0,weaksubj,1,verb,y,,negative,
erosion,-1.0,weaksubj,1,noun,n,,negative,
err,-1.0,strongsubj,1,verb,y,,negative,
errant,-1.0,weaksubj,1,adj,n,,negative,
erratic,-1.0,strongsubj,1,adj,n,,negative,
erratically,-1.0,strongsubj,1,adverb,n,,negative,
erroneous,-1.0,strongsubj,1,adj,n,,negative,
erroneous,-1.0,strongsubj,1,anypos,y,,negative,
erroneously,-1.0,strongsubj,1,anypos,n,,negative,
error,-1.0,weaksubj,1,adj,n,,negative,
error,-1.0,weaksubj,1,noun,n,,negative,
erudite,1.0,strongsubj,1,adj,n,,positive,
escapade,-1.0,weaksubj,1,noun,n,,negative,
eschew,-1.0,strongsubj,1,verb,y,,negative,
esoteric,-1.0,weaksubj,1,adj,n,,negative,
essential,1.0,weaksubj,1,adj,n,,positive,
especially,1.0,strongsubj,1,anypos,n,,positive,
esteem,1.0,strongsubj,1,noun,n,,positive,
esteem,1.0,strongsubj,1,verb,y,,positive,
estranged,-1.0,strongsubj,1,adj,n,,negative,
established,1.0,weaksubj,1,adj,n,,positive,
eternal,-1.0,weaksubj,1,adj,n,,negative,
eternity,1.0,strongsubj,1,adj,n,,positive,
eternity,1.0,strongsubj,1,noun,n,,positive,
ethical,1.0,strongsubj,1,adj,n,,positive,
eulogize,1.0,strongsubj,1,verb,y,,positive,
euphoria,1.0,strongsubj,1,noun,n,,positive,
euphoric,1.0,strongsubj,1,adj,n,,positive,
euphorically,1.0,strongsubj,1,anypos,n,,positive,
evaluate,0.0,strongsubj,1,verb,y,,neutral,
evaluation,0.0,weaksubj,1,adj,n,,neutral,
evaluation,0.0,weaksubj,1,noun,n,,neutral,
evade,-1.0,weaksubj,1,verb,y,,negative,
evasion,-1.0,weaksubj,1,noun,n,,negative,
evasive,-1.0,weaksubj,1,adj,n,,negative,
even,1.0,weaksubj,1,adverb,n,,positive,
evenly,1.0,weaksubj,1,adverb,n,,positive,
eventful,1.0,weaksubj,1,adj,n,,positive,
everlasting,1.0,strongsubj,1,adj,n,,positive,
evident,1.0,weaksubj,1,anypos,y,,positive,
evidently,1.0,strongsubj,1,anypos,y,,positive,
evil,-1.0,strongsubj,1,adj,n,,negative,
evil,-1.0,strongsubj,1,noun,n,,negative,
evildoer,-1.0,strongsubj,1,noun,n,,negative,
evils,-1.0,strongsubj,1,adj,n,,negative,
evils,-1.0,strongsubj,1,noun,n,,negative,
eviscerate,-1.0,strongsubj,1,verb,y,,negative,
evocative,1.0,strongsubj,1,adj,n,,positive,
exacerbate,-1.0,strongsubj,1,verb,y,,negative,
exact,0.0,strongsubj,1,adj,n,,neutral,
exacting,-1.0,weaksubj,1,adj,n,,negative,
exactly,0.0,strongsubj,1,anypos,n,,neutral,
exaggerate,-1.0,strongsubj,1,verb,y,,negative,
exaggeration,-1.0,strongsubj,1,adj,n,,negative,
exaggeration,-1.0,strongsubj,1,noun,n,,negative,
exalt,1.0,strongsubj,1,adj,n,,positive,
exalt,1.0,strongsubj,1,verb,y,,positive,
exaltation,1.0,strongsubj,1,noun,n,,positive,
exalted,1.0,strongsubj,1,adj,n,,positive,
exaltedly,1.0,strongsubj,1,adverb,n,,positive,
exalting,1.0,strongsubj,1,adj,n,,positive,
exaltingly,1.0,strongsubj,1,anypos,n,,positive,
exasperate,-1.0,strongsubj,1,verb,y,,negative,
exasperation,-1.0,strongsubj,1,noun,n,,negative,
exasperating,-1.0,strongsubj,1,adj,n,,negative,
exasperatingly,-1.0,strongsubj,1,anypos,y,,negative,
exceed,1.0,strongsubj,1,verb,y,,positive,
exceeding,1.0,strongsubj,1,adj,n,,positive,
exceedingly,1.0,strongsubj,1,anypos,n,,positive,
excel,1.0,strongsubj,1,verb,y,,positive,
excellence,1.0,strongsubj,1,noun,n,,positive,
excellency,1.0,strongsubj,1,noun,n,,positive,
excellent,1.0,strongsubj,1,anypos,n,,positive,
excellently,1.0,strongsubj,1,anypos,n,,positive,
exceptional,1.0,strongsubj,1,anypos,n,,positive,
exceptionally,1.0,strongsubj,1,anypos,n,,positive,
excessive,-1.0,strongsubj,1,adj,n,,negative,
excessively,-1.0,strongsubj,1,adj,n,,negative,
excite,1.0,weaksubj,1,verb,y,,positive,
excited,1.0,strongsubj,1,adj,n,,positive,
excitedly,1.0,strongsubj,1,anypos,n,,positive,
excitedness,1.0,strongsubj,1,noun,n,,positive,
excitement,1.0,strongsubj,1,noun,n,,positive,
exciting,1.0,strongsubj,1,adj,n,,positive,
excitingly,1.0,strongsubj,1,adverb,n,,positive,
exclaim,-1.0,strongsubj,1,verb,y,,negative,
exclude,-1.0,weaksubj,1,verb,y,,negative,
exclusion,-1.0,weaksubj,1,noun,n,,negative,
exclusive,1.0,weaksubj,1,adj,n,,positive,
exclusively,0.0,weaksubj,1,adj,n,,neutral,
excoriate,-1.0,strongsubj,1,verb,y,,negative,
excruciating,-1.0,strongsubj,1,anypos,n,,negative,
excruciatingly,-1.0,strongsubj,1,anypos,n,,negative,
excusable,1.0,strongsubj,1,adj,n,,positive,
excusable,1.0,strongsubj,1,noun,n,,positive,
excuse,-1.0,weaksubj,1,adj,n,,negative,
excuse,-1.0,weaksubj,1,noun,n,,negative,
excuse,1.0,weaksubj,1,verb,y,,positive,
excuses,-1.0,weaksubj,1,adj,n,,negative,
excuses,-1.0,weaksubj,1,noun,n,,negative,
execrate,-1.0,strongsubj,1,verb,y,,negative,
exemplar,1.0,strongsubj,1,noun,n,,positive,
exemplary,1.0,strongsubj,1,adj,n,,positive,
exhaust,-1.0,weaksubj,1,verb,y,,negative,
exhaustion,-1.0,weaksubj,1,noun,n,,negative,
exhaustive,1.0,weaksubj,1,adj,n,,positive,
exhaustively,1.0,weaksubj,1,adverb,n,,positive,
exhilarate,1.0,strongsubj,1,verb,y,,positive,
exhilarating,1.0,strongsubj,1,anypos,n,,positive,
exhilaratingly,1.0,strongsubj,1,anypos,n,,positive,
exhilaration,1.0,strongsubj,1,noun,n,,positive,
exhort,-1.0,strongsubj,1,verb,y,,negative,
exile,-1.0,weaksubj,1,verb,y,,negative,
exonerate,1.0,strongsubj,1,verb,y,,positive,
exorbitant,-1.0,strongsubj,1,adj,n,,negative,
exorbitantance,-1.0,strongsubj,1,noun,n,,negative,
exorbitantly,-1.0,strongsubj,1,anypos,n,,negative,
expansive,1.0,strongsubj,1,adj,n,,positive,
expectation,0.0,weaksubj,1,adj,n,,neutral,
expectation,0.0,weaksubj,1,noun,n,,neutral,
expedient,-1.0,weaksubj,1,adj,n,,negative,
expediencies,-1.0,weaksubj,1,adj,n,,negative,
expediencies,-1.0,weaksubj,1,noun,n,,negative,
expel,-1.0,weaksubj,1,verb,y,,negative,
expensive,-1.0,weaksubj,1,adj,n,,negative,
expensive,-1.0,weaksubj,1,noun,n,,negative,
experienced,1.0,weaksubj,1,adj,n,,positive,
expert,1.0,weaksubj,1,adj,n,,positive,
expertly,1.0,strongsubj,1,adverb,n,,positive,
expire,-1.0,strongsubj,1,verb,y,,negative,
explicit,1.0,strongsubj,1,adj,n,,positive,
explicitly,1.0,strongsubj,1,adverb,n,,positive,
explode,-1.0,weaksubj,1,verb,y,,negative,
exploit,-1.0,strongsubj,1,verb,y,,negative,
exploitation,-1.0,strongsubj,1,adj,n,,negative,
exploitation,-1.0,strongsubj,1,noun,n,,negative,
expose,-1.0,weaksubj,1,verb,y,,negative,
exposed,-1.0,weaksubj,1,adj,n,,negative,
explosive,-1.0,weaksubj,1,adj,n,,negative,
expound,0.0,weaksubj,1,verb,y,,neutral,
expression,0.0,weaksubj,1,adj,n,,neutral,
expression,0.0,weaksubj,1,noun,n,,neutral,
expressions,0.0,weaksubj,1,adj,n,,neutral,
expressions,0.0,weaksubj,1,noun,n,,neutral,
expressive,1.0,weaksubj,1,adj,n,,positive,
expropriate,-1.0,weaksubj,1,adj,n,,negative,
expropriate,-1.0,weaksubj,1,noun,n,,negative,
expropriation,-1.0,weaksubj,1,adj,n,,negative,
expropriation,-1.0,weaksubj,1,noun,n,,negative,
expulse,-1.0,weaksubj,1,verb,y,,negative,
expunge,-1.0,strongsubj,1,verb,y,,negative,
exquisite,1.0,strongsubj,1,adj,n,,positive,
exquisitely,1.0,strongsubj,1,adverb,n,,positive,
extemporize,0.0,strongsubj,1,verb,y,,neutral,
extensive,0.0,weaksubj,1,adj,n,,neutral,
extensively,0.0,strongsubj,1,anypos,y,,neutral,
exterminate,-1.0,strongsubj,1,verb,y,,negative,
extermination,-1.0,strongsubj,1,noun,n,,negative,
extinguish,-1.0,weaksubj,1,verb,y,,negative,
extol,1.0,strongsubj,1,verb,y,,positive,
extoll,1.0,strongsubj,1,verb,y,,positive,
extort,-1.0,weaksubj,1,verb,y,,negative,
extortion,-1.0,strongsubj,1,noun,n,,negative,
extraneous,-1.0,weaksubj,1,adj,n,,negative,
extraordinarily,1.0,strongsubj,1,anypos,n,,positive,
extraordinary,1.0,strongsubj,1,anypos,n,,positive,
extravagance,-1.0,strongsubj,1,noun,n,,negative,
extravagant,-1.0,strongsubj,1,adj,n,,negative,
extravagantly,-1.0,strongsubj,1,anypos,n,,negative,
extreme,-1.0,weaksubj,1,adj,n,,negative,
extreme,-1.0,strongsubj,1,anypos,n,,negative,
extremely,-1.0,strongsubj,1,anypos,n,,negative,
extremism,-1.0,weaksubj,1,adj,n,,negative,
extremism,-1.0,weaksubj,1,noun,n,,negative,
extremist,-1.0,weaksubj,1,adj,n,,negative,
extremists,-1.0,weaksubj,1,adj,n,,negative,
extremists,-1.0,weaksubj,1,noun,n,,negative,
exuberance,1.0,strongsubj,1,noun,n,,positive,
exuberant,1.0,strongsubj,1,adj,n,,positive,
exuberantly,1.0,strongsubj,1,anypos,n,,positive,
exult,1.0,strongsubj,1,verb,y,,positive,
exultation,1.0,strongsubj,1,noun,n,,positive,
exultingly,1.0,strongsubj,1,anypos,n,,positive,
eyebrows,0.0,weaksubj,1,adj,n,,neutral,
eyebrows,0.0,weaksubj,1,noun,n,,neutral,
fabricate,-1.0,weaksubj,1,verb,y,,negative,
fabrication,-1.0,strongsubj,1,noun,n,,negative,
