WORD,MPQA,TYPE,LEN,POS,STEM,P,PP,MP
inspiring,1.0,strongsubj,1,adj,n,,positive,
inspiring,1.0,strongsubj,1,anypos,n,,positive,
instability,-1.0,weaksubj,1,noun,n,,negative,
instable,-1.0,weaksubj,1,adj,n,,negative,
instigate,-1.0,strongsubj,1,verb,y,,negative,
instigator,-1.0,strongsubj,1,noun,n,,negative,
instigators,-1.0,strongsubj,1,noun,n,,negative,
instructive,1.0,weaksubj,1,adj,n,,positive,
instrumental,1.0,weaksubj,1,adj,n,,positive,
insubordinate,-1.0,weaksubj,1,adj,n,,negative,
insubstantial,-1.0,strongsubj,1,adj,n,,negative,
insubstantially,-1.0,strongsubj,1,adverb,n,,negative,
insufferable,-1.0,strongsubj,1,adj,n,,negative,
insufferably,-1.0,strongsubj,1,adverb,n,,negative,
insufficiency,-1.0,weaksubj,1,noun,n,,negative,
insufficient,-1.0,weaksubj,1,adj,n,,negative,
insufficiently,-1.0,weaksubj,1,adverb,n,,negative,
insular,-1.0,weaksubj,1,adj,n,,negative,
insult,-1.0,strongsubj,1,noun,n,,negative,
insult,-1.0,strongsubj,1,verb,y,,negative,
insulted,-1.0,strongsubj,1,adj,n,,negative,
insulting,-1.0,strongsubj,1,adj,n,,negative,
insulting,-1.0,strongsubj,1,anypos,n,,negative,
insultingly,-1.0,strongsubj,1,anypos,n,,negative,
insupportable,-1.0,strongsubj,1,adj,n,,negative,
insupportably,-1.0,strongsubj,1,adverb,n,,negative,
insurmountable,-1.0,weaksubj,1,adj,n,,negative,
insurmountably,-1.0,weaksubj,1,adverb,n,,negative,
insurrection,-1.0,weaksubj,1,adj,n,,negative,
insurrection,-1.0,weaksubj,1,noun,n,,negative,
intact,1.0,weaksubj,1,adj,n,,positive,
integral,1.0,weaksubj,1,adj,n,,positive,
integrity,1.0,strongsubj,1,noun,n,,positive,
intelligent,1.0,strongsubj,1,adj,n,,positive,
intelligence,1.0,weaksubj,1,noun,n,,positive,
intelligible,1.0,strongsubj,1,adj,n,,positive,
intend,0.0,weaksubj,1,verb,y,,neutral,
intense,0.0,weaksubj,1,adj,n,,neutral,
intense,0.0,weaksubj,1,noun,n,,neutral,
intensive,0.0,weaksubj,1,adj,n,,neutral,
intensively,0.0,weaksubj,1,adverb,n,,neutral,
intent,0.0,weaksubj,1,adj,n,,neutral,
intent,0.0,weaksubj,1,noun,n,,neutral,
intention,0.0,weaksubj,1,adj,n,,neutral,
intention,0.0,weaksubj,1,noun,n,,neutral,
intentions,0.0,weaksubj,1,adj,n,,neutral,
intentions,0.0,weaksubj,1,noun,n,,neutral,
intents,0.0,weaksubj,1,adj,n,,neutral,
intents,0.0,weaksubj,1,noun,n,,neutral,
intercede,1.0,weaksubj,1,verb,y,,positive,
interest,1.0,weaksubj,1,adj,n,,positive,
interest,1.0,weaksubj,1,noun,n,,positive,
interest,1.0,weaksubj,1,verb,y,,positive,
interested,1.0,weaksubj,1,adj,n,,positive,
interesting,1.0,strongsubj,1,anypos,n,,positive,
interests,1.0,weaksubj,1,adj,n,,positive,
interests,1.0,weaksubj,1,noun,n,,positive,
interfere,-1.0,weaksubj,1,verb,y,,negative,
interference,-1.0,weaksubj,1,adj,n,,negative,
interference,-1.0,weaksubj,1,noun,n,,negative,
intermittent,-1.0,weaksubj,1,adj,n,,negative,
interrupt,-1.0,weaksubj,1,verb,y,,negative,
interruption,-1.0,weaksubj,1,noun,n,,negative,
intimacy,1.0,strongsubj,1,adj,n,,positive,
intimacy,1.0,strongsubj,1,noun,n,,positive,
intimate,1.0,weaksubj,1,adj,n,,positive,
intimate,0.0,strongsubj,1,verb,y,,neutral,
intimidate,-1.0,weaksubj,1,verb,y,,negative,
intimidating,-1.0,strongsubj,1,anypos,n,,negative,
intimidatingly,-1.0,strongsubj,1,anypos,n,,negative,
intimidation,-1.0,weaksubj,1,adj,n,,negative,
intimidation,-1.0,weaksubj,1,noun,n,,negative,
intolerable,-1.0,strongsubj,1,adj,n,,negative,
intolerablely,-1.0,strongsubj,1,anypos,n,,negative,
intolerance,-1.0,strongsubj,1,adj,n,,negative,
intolerance,-1.0,strongsubj,1,noun,n,,negative,
intolerant,-1.0,strongsubj,1,anypos,n,,negative,
intoxicate,-1.0,weaksubj,1,verb,y,,negative,
intractable,-1.0,weaksubj,1,adj,n,,negative,
intransigence,-1.0,strongsubj,1,adj,n,,negative,
intransigence,-1.0,strongsubj,1,noun,n,,negative,
intransigent,-1.0,strongsubj,1,anypos,n,,negative,
intricate,1.0,weaksubj,1,adj,n,,positive,
intrigue,1.0,strongsubj,1,adj,n,,positive,
intrigue,1.0,strongsubj,1,noun,n,,positive,
intrigue,0.0,weaksubj,1,verb,y,,neutral,
intriguing,1.0,strongsubj,1,adj,n,,positive,
intriguing,1.0,strongsubj,1,anypos,n,,positive,
intriguingly,1.0,strongsubj,1,anypos,n,,positive,
intrude,-1.0,strongsubj,1,verb,y,,negative,
intrusion,-1.0,weaksubj,1,noun,n,,negative,
intrusive,-1.0,strongsubj,1,adj,n,,negative,
intuitive,1.0,strongsubj,1,adj,n,,positive,
inundate,-1.0,strongsubj,1,verb,y,,negative,
inundated,-1.0,strongsubj,1,anypos,n,,negative,
invader,-1.0,weaksubj,1,adj,n,,negative,
invader,-1.0,weaksubj,1,noun,n,,negative,
invalid,-1.0,strongsubj,1,adj,n,,negative,
invalidate,-1.0,strongsubj,1,verb,y,,negative,
invalidity,-1.0,strongsubj,1,noun,n,,negative,
invaluable,1.0,strongsubj,1,adj,n,,positive,
invaluablely,1.0,strongsubj,1,anypos,n,,positive,
invasive,-1.0,weaksubj,1,adj,n,,negative,
invective,-1.0,strongsubj,1,anypos,n,,negative,
inveigle,-1.0,strongsubj,1,verb,y,,negative,
inventive,1.0,weaksubj,1,adj,n,,positive,
invidious,-1.0,strongsubj,1,adj,n,,negative,
invidiously,-1.0,strongsubj,1,anypos,n,,negative,
invidiousness,-1.0,strongsubj,1,noun,n,,negative,
invigorate,1.0,weaksubj,1,verb,y,,positive,
invigorating,1.0,strongsubj,1,anypos,n,,positive,
invincibility,1.0,strongsubj,1,anypos,n,,positive,
invincible,1.0,strongsubj,1,adj,n,,positive,
inviolable,1.0,strongsubj,1,adj,n,,positive,
inviolate,1.0,strongsubj,1,adj,n,,positive,
invisible,0.0,weaksubj,1,adj,n,,neutral,
invulnerable,1.0,strongsubj,1,adj,n,,positive,
involuntarily,-1.0,weaksubj,1,adverb,n,,negative,
involuntary,-1.0,weaksubj,1,adj,n,,negative,
irate,-1.0,strongsubj,1,adj,n,,negative,
irately,-1.0,strongsubj,1,anypos,n,,negative,
ire,-1.0,strongsubj,1,noun,n,,negative,
irk,-1.0,strongsubj,1,verb,y,,negative,
irksome,-1.0,strongsubj,1,anypos,n,,negative,
ironic,-1.0,strongsubj,1,adj,n,,negative,
ironies,-1.0,strongsubj,1,adj,n,,negative,
ironies,-1.0,strongsubj,1,noun,n,,negative,
irony,-1.0,strongsubj,1,anypos,n,,negative,
irrational,-1.0,strongsubj,1,adj,n,,negative,
irrationality,-1.0,strongsubj,1,noun,n,,negative,
irrationally,-1.0,strongsubj,1,anypos,n,,negative,
irreconcilable,-1.0,strongsubj,1,adj,n,,negative,
irredeemable,-1.0,strongsubj,1,adj,n,,negative,
irredeemably,-1.0,strongsubj,1,adverb,n,,negative,
irreformable,-1.0,strongsubj,1,adj,n,,negative,
irrefutable,1.0,strongsubj,1,adj,n,,positive,
irrefutably,1.0,strongsubj,1,anypos,n,,positive,
irregardless,0.0,strongsubj,1,anypos,n,,neutral,
irregular,-1.0,weaksubj,1,adj,n,,negative,
irregularity,-1.0,weaksubj,1,noun,n,,negative,
irrelevance,-1.0,strongsubj,1,noun,n,,negative,
irrelevant,-1.0,strongsubj,1,adj,n,,negative,
irreparable,-1.0,strongsubj,1,adj,n,,negative,
irreplacible,-1.0,strongsubj,1,adj,n,,negative,
irrepressible,-1.0,strongsubj,1,adj,n,,negative,
irreproachable,1.0,strongsubj,1,adj,n,,positive,
irresistible,1.0,strongsubj,1,adj,n,,positive,
irresistibly,1.0,strongsubj,1,anypos,n,,positive,
irresolute,-1.0,strongsubj,1,adj,n,,negative,
irresolvable,-1.0,weaksubj,1,adj,n,,negative,
irresponsible,-1.0,strongsubj,1,adj,n,,negative,
irresponsibly,-1.0,strongsubj,1,adverb,n,,negative,
irretrievable,-1.0,weaksubj,1,adj,n,,negative,
irreverence,-1.0,strongsubj,1,noun,n,,negative,
irreverent,-1.0,strongsubj,1,adj,n,,negative,
irreverently,-1.0,strongsubj,1,adverb,n,,negative,
irreversible,-1.0,strongsubj,1,adj,n,,negative,
irreversible,-1.0,strongsubj,1,noun,n,,negative,
irritable,-1.0,strongsubj,1,adj,n,,negative,
irritably,-1.0,strongsubj,1,adverb,n,,negative,
irritant,-1.0,weaksubj,1,noun,n,,negative,
irritate,-1.0,strongsubj,1,verb,y,,negative,
irritated,-1.0,strongsubj,1,adj,n,,negative,
irritating,-1.0,strongsubj,1,anypos,n,,negative,
irritation,-1.0,strongsubj,1,adj,n,,negative,
irritation,-1.0,strongsubj,1,noun,n,,negative,
isolate,-1.0,weaksubj,1,verb,y,,negative,
isolated,-1.0,weaksubj,1,adj,n,,negative,
isolation,-1.0,weaksubj,1,noun,n,,negative,
itch,-1.0,strongsubj,1,verb,y,,negative,
jabber,-1.0,strongsubj,1,verb,y,,negative,
jaded,-1.0,strongsubj,1,adj,n,,negative,
jam,-1.0,weaksubj,1,noun,n,,negative,
jar,-1.0,weaksubj,1,verb,y,,negative,
jaundiced,-1.0,strongsubj,1,adj,n,,negative,
jauntily,1.0,strongsubj,1,adverb,n,,positive,
jaunty,1.0,strongsubj,1,adj,n,,positive,
jealous,-1.0,strongsubj,1,adj,n,,negative,
jealously,-1.0,strongsubj,1,anypos,n,,negative,
jealousness,-1.0,strongsubj,1,noun,n,,negative,
jealousy,-1.0,strongsubj,1,noun,n,,negative,
jeer,-1.0,strongsubj,1,noun,n,,negative,
jeer,-1.0,strongsubj,1,verb,y,,negative,
jeering,-1.0,strongsubj,1,anypos,y,,negative,
jeeringly,-1.0,strongsubj,1,anypos,y,,negative,
jeers,-1.0,strongsubj,1,noun,n,,negative,
jeopardize,-1.0,strongsubj,1,verb,y,,negative,
jeopardy,-1.0,strongsubj,1,noun,n,,negative,
jerk,-1.0,strongsubj,1,anypos,y,,negative,
jest,1.0,strongsubj,1,verb,y,,positive,
jittery,-1.0,strongsubj,1,adj,n,,negative,
jobless,-1.0,weaksubj,1,adj,n,,negative,
joke,1.0,strongsubj,1,noun,n,,positive,
joke,1.0,strongsubj,1,verb,y,,positive,
joker,-1.0,strongsubj,1,noun,n,,negative,
jollify,1.0,weaksubj,1,verb,y,,positive,
jolly,1.0,strongsubj,1,anypos,y,,positive,
jolt,-1.0,weaksubj,1,verb,y,,negative,
jovial,1.0,strongsubj,1,adj,n,,positive,
joy,1.0,strongsubj,1,noun,n,,positive,
joyful,1.0,strongsubj,1,adj,n,,positive,
joyfully,1.0,strongsubj,1,anypos,n,,positive,
joyless,1.0,strongsubj,1,adj,n,,positive,
joyous,1.0,strongsubj,1,anypos,n,,positive,
joyously,1.0,strongsubj,1,anypos,n,,positive,
jubilant,1.0,strongsubj,1,adj,n,,positive,
jubilantly,1.0,strongsubj,1,anypos,n,,positive,
jubilate,1.0,strongsubj,1,verb,y,,positive,
jubilation,1.0,strongsubj,1,anypos,n,,positive,
jubilation,1.0,strongsubj,1,noun,n,,positive,
judgement,0.0,weaksubj,1,adj,n,,neutral,
judgement,0.0,weaksubj,1,noun,n,,neutral,
judgements,0.0,weaksubj,1,adj,n,,neutral,
judgements,0.0,weaksubj,1,noun,n,,neutral,
judicious,1.0,strongsubj,1,adj,n,,positive,
judgment,0.0,weaksubj,1,adj,n,,neutral,
judgment,0.0,weaksubj,1,noun,n,,neutral,
judgments,0.0,weaksubj,1,adj,n,,neutral,
judgments,0.0,weaksubj,1,noun,n,,neutral,
jumpy,-1.0,weaksubj,1,adj,n,,negative,
junk,-1.0,weaksubj,1,noun,n,,negative,
junky,-1.0,weaksubj,1,adj,n,,negative,
just,1.0,strongsubj,1,adj,n,,positive,
just,1.0,weaksubj,1,anypos,n,,positive,
just,1.0,weaksubj,1,noun,n,,positive,
justice,1.0,weaksubj,1,adj,n,,positive,
justice,1.0,weaksubj,1,noun,n,,positive,
justifiable,1.0,strongsubj,1,adj,n,,positive,
justifiably,1.0,strongsubj,1,anypos,y,,positive,
justification,1.0,strongsubj,1,noun,n,,positive,
justify,1.0,strongsubj,1,verb,y,,positive,
justly,1.0,strongsubj,1,anypos,n,,positive,
juvenile,-1.0,weaksubj,1,adj,n,,negative,
kaput,-1.0,strongsubj,1,adj,n,,negative,
keen,1.0,strongsubj,1,adj,n,,positive,
keen,-1.0,strongsubj,1,noun,n,,negative,
keen,-1.0,strongsubj,1,verb,y,,negative,
keenly,1.0,strongsubj,1,anypos,n,,positive,
keenness,1.0,strongsubj,1,adj,n,,positive,
keenness,1.0,strongsubj,1,noun,n,,positive,
kemp,1.0,strongsubj,1,adj,n,,positive,
key,0.0,weaksubj,1,adj,n,,neutral,
kick,-1.0,strongsubj,1,adj,n,,negative,
kick,-1.0,strongsubj,1,noun,n,,negative,
kid,1.0,strongsubj,1,verb,y,,positive,
kill,-1.0,weaksubj,1,verb,y,,negative,
killer,-1.0,weaksubj,1,noun,n,,negative,
killer,-1.0,weaksubj,1,noun,n,,negative,
killjoy,-1.0,strongsubj,1,noun,n,,negative,
kind,1.0,strongsubj,1,adj,n,,positive,
kindly,1.0,strongsubj,1,anypos,n,,positive,
kindliness,1.0,strongsubj,1,noun,n,,positive,
kindness,1.0,strongsubj,1,noun,n,,positive,
kingmaker,1.0,strongsubj,1,noun,n,,positive,
kiss,1.0,weaksubj,1,noun,n,,positive,
kiss,1.0,weaksubj,1,verb,y,,positive,
knave,-1.0,strongsubj,1,noun,n,,negative,
knife,-1.0,weaksubj,1,verb,y,,negative,
knock,-1.0,weaksubj,1,noun,n,,negative,
knock,-1.0,weaksubj,1,verb,y,,negative,
knew,0.0,strongsubj,1,verb,n,,neutral,
know,0.0,strongsubj,1,verb,n,,neutral,
knowing,0.0,strongsubj,1,anypos,n,,neutral,
knowingly,0.0,strongsubj,1,anypos,n,,neutral,
knowledge,0.0,strongsubj,1,noun,n,,neutral,
knowledgeable,1.0,strongsubj,1,anypos,n,,positive,
kook,-1.0,strongsubj,1,noun,n,,negative,
kooky,-1.0,strongsubj,1,adj,n,,negative,
lack,-1.0,strongsubj,1,adj,n,,negative,
lack,-1.0,strongsubj,1,noun,n,,negative,
lackadaisical,-1.0,strongsubj,1,adj,n,,negative,
lackey,-1.0,strongsubj,1,noun,n,,negative,
lackeys,-1.0,strongsubj,1,adj,n,,negative,
lackeys,-1.0,strongsubj,1,noun,n,,negative,
lacking,-1.0,strongsubj,1,adj,n,,negative,
lackluster,-1.0,strongsubj,1,anypos,y,,negative,
laconic,-1.0,strongsubj,1,adj,n,,negative,
lag,-1.0,weaksubj,1,verb,y,,negative,
lambast,-1.0,strongsubj,1,verb,y,,negative,
lambaste,-1.0,strongsubj,1,verb,y,,negative,
lame,-1.0,weaksubj,1,adj,n,,negative,
lame-duck,-1.0,strongsubj,1,adj,n,,negative,
lament,-1.0,strongsubj,1,verb,y,,negative,
lamentable,-1.0,strongsubj,1,anypos,n,,negative,
lamentably,-1.0,strongsubj,1,anypos,n,,negative,
languid,-1.0,strongsubj,1,adj,n,,negative,
languish,-1.0,strongsubj,1,verb,y,,negative,
lanky,-1.0,weaksubj,1,adj,n,,negative,
languor,-1.0,strongsubj,1,noun,n,,negative,
languorous,-1.0,strongsubj,1,adj,n,,negative,
languorously,-1.0,strongsubj,1,adverb,n,,negative,
large,0.0,weaksubj,1,adj,n,,neutral,
large-scale,0.0,weaksubj,1,adj,n,,neutral,
lapse,-1.0,weaksubj,1,noun,n,,negative,
large,1.0,weaksubj,1,adj,n,,positive,
large,1.0,weaksubj,1,adverb,n,,positive,
largely,0.0,weaksubj,1,adverb,n,,neutral,
lark,1.0,strongsubj,1,verb,y,,positive,
lascivious,-1.0,strongsubj,1,adj,n,,negative,
last-ditch,-1.0,strongsubj,1,adj,n,,negative,
last-ditch,-1.0,strongsubj,1,noun,n,,negative,
lastly,0.0,strongsubj,1,anypos,y,,neutral,
laud,1.0,strongsubj,1,verb,y,,positive,
laudable,1.0,strongsubj,1,anypos,n,,positive,
laudably,1.0,strongsubj,1,anypos,n,,positive,
laugh,-1.0,strongsubj,1,noun,n,,negative,
laugh,-1.0,strongsubj,1,verb,y,,negative,
laughable,-1.0,strongsubj,1,anypos,n,,negative,
laughably,-1.0,strongsubj,1,anypos,n,,negative,
laughingstock,-1.0,strongsubj,1,noun,n,,negative,
laughter,-1.0,strongsubj,1,noun,n,,negative,
lavish,1.0,strongsubj,1,adj,n,,positive,
lavish,1.0,strongsubj,1,verb,y,,positive,
lavishly,1.0,strongsubj,1,anypos,n,,positive,
law-abiding,1.0,strongsubj,1,adj,n,,positive,
lawbreaker,-1.0,strongsubj,1,adj,n,,negative,
lawbreaking,-1.0,strongsubj,1,anypos,n,,negative,
lawful,1.0,weaksubj,1,adj,n,,positive,
lawfully,1.0,weaksubj,1,adverb,n,,positive,
lawless,-1.0,strongsubj,1,adj,n,,negative,
lawlessness,-1.0,strongsubj,1,adj,n,,negative,
lawlessness,-1.0,strongsubj,1,noun,n,,negative,
lax,-1.0,strongsubj,1,adj,n,,negative,
lax,-1.0,strongsubj,1,noun,n,,negative,
lazy,-1.0,strongsubj,1,adj,n,,negative,
leading,1.0,weaksubj,1,adj,n,,positive,
leak,-1.0,weaksubj,1,verb,y,,negative,
leakage,-1.0,weaksubj,1,noun,n,,negative,
leaky,-1.0,weaksubj,1,adj,n,,negative,
lean,1.0,weaksubj,1,adj,n,,positive,
lean,1.0,weaksubj,1,noun,n,,positive,
learn,0.0,weaksubj,1,adj,n,,neutral,
learning,1.0,weaksubj,1,noun,n,,positive,
learned,1.0,weaksubj,1,noun,n,,positive,
least,-1.0,weaksubj,1,anypos,n,,negative,
lech,-1.0,strongsubj,1,noun,n,,negative,
lecher,-1.0,strongsubj,1,noun,n,,negative,
lecher,-1.0,strongsubj,1,noun,n,,negative,
lecherous,-1.0,strongsubj,1,adj,n,,negative,
lechery,-1.0,strongsubj,1,noun,n,,negative,
lecture,-1.0,weaksubj,1,noun,n,,negative,
lecture,-1.0,weaksubj,1,verb,y,,negative,
leech,-1.0,strongsubj,1,adj,n,,negative,
leech,-1.0,strongsubj,1,noun,n,,negative,
leech,-1.0,strongsubj,1,verb,y,,negative,
leer,-1.0,strongsubj,1,noun,n,,negative,
leer,-1.0,strongsubj,1,verb,y,,negative,
leery,-1.0,strongsubj,1,adj,n,,negative,
left-leaning,-1.0,strongsubj,1,adj,n,,negative,
legacy,0.0,weaksubj,1,noun,n,,neutral,
legacies,0.0,weaksubj,1,adj,n,,neutral,
legacies,0.0,weaksubj,1,noun,n,,neutral,
legalistic,0.0,weaksubj,1,adj,n,,neutral,
legalistic,0.0,weaksubj,1,noun,n,,neutral,
legendary,1.0,weaksubj,1,adj,n,,positive,
legitimacy,1.0,weaksubj,1,noun,n,,positive,
legitimate,1.0,weaksubj,1,adj,n,,positive,
legitimately,1.0,weaksubj,1,adverb,n,,positive,
lenient,1.0,weaksubj,1,adj,n,,positive,
leniently,1.0,weaksubj,1,adverb,n,,positive,
less,-1.0,weaksubj,1,adverb,n,,negative,
less-developed,-1.0,weaksubj,1,adj,n,,negative,
less-expensive,1.0,weaksubj,1,adj,n,,positive,
lessen,-1.0,weaksubj,1,verb,y,,negative,
lesser,-1.0,weaksubj,1,anypos,n,,negative,
lesser-known,-1.0,weaksubj,1,adj,n,,negative,
letch,-1.0,strongsubj,1,noun,n,,negative,
lethal,-1.0,weaksubj,1,adj,n,,negative,
lethargic,-1.0,weaksubj,1,adj,n,,negative,
lethargy,-1.0,weaksubj,1,noun,n,,negative,
leverage,1.0,weaksubj,1,noun,n,,positive,
leverage,1.0,weaksubj,1,verb,y,,positive,
levity,1.0,strongsubj,1,noun,n,,positive,
lewd,-1.0,strongsubj,1,adj,n,,negative,
lewdly,-1.0,strongsubj,1,adverb,n,,negative,
lewdness,-1.0,strongsubj,1,noun,n,,negative,
liable,-1.0,weaksubj,1,adj,n,,negative,
liability,-1.0,strongsubj,1,adj,n,,negative,
liability,-1.0,strongsubj,1,noun,n,,negative,
liar,-1.0,strongsubj,1,adj,n,,negative,
liar,-1.0,strongsubj,1,noun,n,,negative,
liars,-1.0,strongsubj,1,adj,n,,negative,
liars,-1.0,strongsubj,1,noun,n,,negative,
liberal,1.0,weaksubj,1,adj,n,,positive,
liberation,1.0,weaksubj,1,adj,n,,positive,
liberation,1.0,weaksubj,1,noun,n,,positive,
liberalism,1.0,weaksubj,1,noun,n,,positive,
liberally,1.0,weaksubj,1,adverb,n,,positive,
liberate,1.0,strongsubj,1,verb,y,,positive,
liberty,1.0,strongsubj,1,noun,n,,positive,
licentious,-1.0,strongsubj,1,adj,n,,negative,
licentiously,-1.0,strongsubj,1,adverb,n,,negative,
licentiousness,-1.0,strongsubj,1,noun,n,,negative,
lie,-1.0,strongsubj,1,adj,n,,negative,
lie,-1.0,strongsubj,1,noun,n,,negative,
lie,-1.0,weaksubj,1,verb,n,,negative,
lier,-1.0,strongsubj,1,noun,n,,negative,
lies,-1.0,strongsubj,1,adj,n,,negative,
lies,-1.0,strongsubj,1,noun,n,,negative,
life-threatening,-1.0,weaksubj,1,adj,n,,negative,
lifeblood,1.0,strongsubj,1,noun,n,,positive,
lifeless,-1.0,weaksubj,1,adj,n,,negative,
lifelong,1.0,weaksubj,1,adj,n,,positive,
light,1.0,weaksubj,1,adj,n,,positive,
light,1.0,weaksubj,1,noun,n,,positive,
light-hearted,1.0,strongsubj,1,adj,n,,positive,
lighten,1.0,weaksubj,1,verb,y,,positive,
likable,1.0,strongsubj,1,adj,n,,positive,
like,1.0,strongsubj,1,verb,y,,positive,
likelihood,0.0,weaksubj,1,adj,n,,neutral,
likelihood,0.0,weaksubj,1,noun,n,,neutral,
likely,0.0,weaksubj,1,anypos,y,,neutral,
liking,1.0,strongsubj,1,noun,n,,positive,
likewise,0.0,strongsubj,1,anypos,y,,neutral,
limit,-1.0,weaksubj,1,adj,n,,negative,
limit,-1.0,weaksubj,1,verb,y,,negative,
limitation,-1.0,weaksubj,1,noun,n,,negative,
limited,-1.0,weaksubj,1,adj,n,,negative,
limitless,0.0,strongsubj,1,adj,n,,neutral,
limitless,0.0,strongsubj,1,noun,n,,neutral,
limp,-1.0,strongsubj,1,adj,n,,negative,
lionhearted,1.0,strongsubj,1,adj,n,,positive,
listless,-1.0,strongsubj,1,adj,n,,negative,
literate,1.0,weaksubj,1,adj,n,,positive,
litigious,-1.0,strongsubj,1,adj,n,,negative,
little,-1.0,strongsubj,1,adj,n,,negative,
little-known,-1.0,strongsubj,1,adj,n,,negative,
live,1.0,weaksubj,1,adj,n,,positive,
lively,1.0,strongsubj,1,adj,n,,positive,
livid,-1.0,strongsubj,1,anypos,n,,negative,
lividly,-1.0,strongsubj,1,anypos,n,,negative,
loath,-1.0,strongsubj,1,adj,n,,negative,
loathe,-1.0,strongsubj,1,adj,n,,negative,
loathe,-1.0,strongsubj,1,verb,y,,negative,
loathing,-1.0,strongsubj,1,anypos,n,,negative,
loathly,-1.0,strongsubj,1,anypos,n,,negative,
loathsome,-1.0,strongsubj,1,adj,n,,negative,
loathsomely,-1.0,strongsubj,1,anypos,n,,negative,
lofty,1.0,strongsubj,1,adj,n,,positive,
logical,1.0,weaksubj,1,adj,n,,positive,
lone,-1.0,strongsubj,1,adj,n,,negative,
lone,-1.0,strongsubj,1,noun,n,,negative,
loneliness,-1.0,strongsubj,1,noun,n,,negative,
lonely,-1.0,strongsubj,1,adj,n,,negative,
lonesome,-1.0,strongsubj,1,adj,n,,negative,
long,-1.0,strongsubj,1,verb,y,,negative,
longing,-1.0,strongsubj,1,noun,n,,negative,
longingly,-1.0,strongsubj,1,anypos,n,,negative,
look,0.0,weaksubj,1,anypos,y,,neutral,
looking,0.0,weaksubj,1,anypos,y,,neutral,
loophole,-1.0,strongsubj,1,noun,n,,negative,
loopholes,-1.0,strongsubj,1,adj,n,,negative,
loopholes,-1.0,strongsubj,1,noun,n,,negative,
loot,-1.0,strongsubj,1,verb,n,,negative,
lorn,-1.0,strongsubj,1,adj,n,,negative,
losing,-1.0,strongsubj,1,adj,n,,negative,
losing,-1.0,strongsubj,1,noun,n,,negative,
lose,-1.0,weaksubj,1,verb,y,,negative,
loser,-1.0,weaksubj,1,noun,n,,negative,
loss,-1.0,weaksubj,1,noun,n,,negative,
lost,-1.0,weaksubj,1,adj,n,,negative,
lousy,-1.0,strongsubj,1,adj,n,,negative,
lovable,1.0,strongsubj,1,adj,n,,positive,
lovably,1.0,strongsubj,1,adverb,n,,positive,
love,1.0,strongsubj,1,noun,n,,positive,
love,1.0,strongsubj,1,verb,y,,positive,
loveless,-1.0,strongsubj,1,adj,n,,negative,
loveliness,1.0,strongsubj,1,noun,n,,positive,
lovelorn,-1.0,strongsubj,1,adj,n,,negative,
lover,1.0,strongsubj,1,noun,n,,positive,
lovely,1.0,strongsubj,1,adj,n,,positive,
lovely,1.0,strongsubj,1,anypos,y,,positive,
low,-1.0,weaksubj,1,adj,n,,negative,
low-cost,1.0,weaksubj,1,adj,n,,positive,
low-rated,-1.0,strongsubj,1,adj,n,,negative,
low-risk,1.0,weaksubj,1,adj,n,,positive,
lower-priced,1.0,weaksubj,1,adj,n,,positive,
lowly,-1.0,strongsubj,1,adj,n,,negative,
loyal,1.0,weaksubj,1,adj,n,,positive,
loyalty,1.0,strongsubj,1,adj,n,,positive,
loyalty,1.0,strongsubj,1,noun,n,,positive,
lucid,1.0,strongsubj,1,adj,n,,positive,
lucidly,1.0,strongsubj,1,adj,n,,positive,
luck,1.0,strongsubj,1,noun,n,,positive,
luckier,1.0,strongsubj,1,adj,n,,positive,
luckier,1.0,strongsubj,1,noun,n,,positive,
luckiest,1.0,strongsubj,1,anypos,y,,positive,
luckily,1.0,strongsubj,1,adj,n,,positive,
luckiness,1.0,strongsubj,1,noun,n,,positive,
lucky,1.0,strongsubj,1,adj,n,,positive,
lucky,1.0,strongsubj,1,noun,n,,positive,
lucrative,1.0,weaksubj,1,adj,n,,positive,
lucrative,1.0,weaksubj,1,noun,n,,positive,
ludicrous,-1.0,strongsubj,1,adj,n,,negative,
ludicrously,-1.0,strongsubj,1,anypos,n,,negative,
lugubrious,-1.0,strongsubj,1,adj,1,,negative,
lukewarm,-1.0,strongsubj,1,adj,n,,negative,
lull,-1.0,weaksubj,1,verb,y,,negative,
luminous,1.0,weaksubj,1,adj,n,,positive,
lunatic,-1.0,strongsubj,1,adj,n,,negative,
lunatic,-1.0,strongsubj,1,noun,n,,negative,
lunaticism,-1.0,strongsubj,1,noun,n,,negative,
lurch,-1.0,strongsubj,1,verb,y,,negative,
lure,-1.0,strongsubj,1,verb,y,,negative,
lurid,-1.0,strongsubj,1,adj,n,,negative,
lurk,-1.0,strongsubj,1,verb,y,,negative,
lurking,-1.0,strongsubj,1,adj,n,,negative,
lush,1.0,strongsubj,1,adj,n,,positive,
lust,0.0,strongsubj,1,verb,y,,both,
lure,-1.0,strongsubj,1,verb,y,,negative,
luster,1.0,strongsubj,1,noun,n,,positive,
lustrous,1.0,strongsubj,1,adj,n,,positive,
luxuriant,1.0,strongsubj,1,adj,n,,positive,
luxuriate,1.0,weaksubj,1,verb,y,,positive,
luxurious,1.0,strongsubj,1,anypos,n,,positive,
luxuriously,1.0,strongsubj,1,anypos,n,,positive,
luxury,1.0,strongsubj,1,adj,n,,positive,
